iter	MultiClass
0	1.044094609
1	0.9960090599
2	0.9415826076
3	0.8960921657
4	0.8664851867
5	0.828056694
6	0.8010495577
7	0.7588495635
8	0.7293758912
9	0.6980127842
10	0.6724219754
11	0.649327899
12	0.6268955386
13	0.6061397812
14	0.5826765436
15	0.5573092147
16	0.5384147264
17	0.520911737
18	0.5030561789
19	0.4876809977
20	0.474383532
21	0.4606544655
22	0.4475802694
23	0.4335583065
24	0.4250903384
25	0.4111400888
26	0.397262108
27	0.3862418765
28	0.378364031
29	0.3667300394
30	0.3573194889
31	0.3488554908
32	0.3402148404
33	0.3314735215
34	0.3208795014
35	0.3123417843
36	0.3050218988
37	0.2958627153
38	0.2874022598
39	0.2802898295
40	0.2740767978
41	0.2680996545
42	0.2629787982
43	0.2574365257
44	0.2504324345
45	0.2454996612
46	0.2405907816
47	0.2360735475
48	0.2309195901
49	0.2269865748
50	0.2213340095
51	0.2167260389
52	0.2125485102
53	0.2075702551
54	0.2042487565
55	0.2003566116
56	0.1965822941
57	0.1921086272
58	0.1882368864
59	0.184458151
60	0.1799438354
61	0.1767545808
62	0.17457134
63	0.172155072
64	0.1692617025
65	0.1664944292
66	0.1643539839
67	0.1616660844
68	0.1581714863
69	0.1554710615
70	0.1526830876
71	0.1499038318
72	0.1478330875
73	0.1462357161
74	0.1441917325
75	0.1421876289
76	0.1404371752
77	0.1380204735
78	0.1349355875
79	0.1332888237
80	0.1310042318
81	0.1292046256
82	0.1275477135
83	0.1253670086
84	0.123324012
85	0.121582858
86	0.1194605129
87	0.1173759833
88	0.1156900529
89	0.1139906276
90	0.1123863368
91	0.1108960699
92	0.1093915149
93	0.1079637361
94	0.1067541153
95	0.1055257401
96	0.1040757523
97	0.1026088675
98	0.1009355334
99	0.09949858817
100	0.09815324694
101	0.09659290677
102	0.09508109448
103	0.09404596857
104	0.09299808998
105	0.09207745561
106	0.09116179596
107	0.08994140617
108	0.08845052527
109	0.0874865265
110	0.08646742715
111	0.0855677993
112	0.08452929471
113	0.08377618604
114	0.08270129154
115	0.08179048326
116	0.08042183514
117	0.07972805158
118	0.07873116105
119	0.07802333725
120	0.07715284061
121	0.07601905538
122	0.07517239188
123	0.07430839353
124	0.07378809249
125	0.07309547393
126	0.07183360876
127	0.07100174136
128	0.07026959564
129	0.06959889319
130	0.06896163556
131	0.068343518
132	0.0675341906
133	0.06681144169
134	0.0660878035
135	0.06543791165
136	0.06473220573
137	0.06424076967
138	0.06341206846
139	0.06268041945
140	0.06215420013
141	0.06133846544
142	0.06094367241
143	0.06040461972
144	0.05979162186
145	0.05932425395
146	0.05858791849
147	0.05791147188
148	0.05732583239
149	0.056641282
150	0.05615979677
151	0.05550987344
152	0.05500393506
153	0.0543927756
154	0.05359197658
155	0.0531593114
156	0.05280331714
157	0.05248157924
158	0.0520768169
159	0.05157502225
160	0.05109662364
161	0.05072770697
162	0.0503643946
163	0.04999230126
164	0.04956487613
165	0.04925273838
166	0.04882638166
167	0.04826170567
168	0.04784605596
169	0.04756839164
170	0.04719784586
171	0.04689403645
172	0.04647881131
173	0.04612075728
174	0.04578387314
175	0.04540585939
176	0.0451813589
177	0.04485266821
178	0.04458950725
179	0.04421370252
180	0.04393410034
181	0.04362900012
182	0.04330388438
183	0.0430440042
184	0.04277143374
185	0.04246785429
186	0.04214824684
187	0.04189600897
188	0.04163564568
189	0.04131744359
190	0.04100556625
191	0.0407562129
192	0.04049170512
193	0.04022410498
194	0.03989991855
195	0.03957849955
196	0.03933539015
197	0.03909173388
198	0.03880683127
199	0.03854178204
200	0.03831993433
201	0.03812213589
202	0.03786959458
203	0.0375744179
204	0.03734037874
205	0.03714249528
206	0.03690855746
207	0.03672035306
208	0.03650123153
209	0.03623795422
210	0.03606196232
211	0.03579498537
212	0.03552934044
213	0.03536162798
214	0.03517384744
215	0.03500460687
216	0.03479187379
217	0.0346157346
218	0.03446856737
219	0.03429713166
220	0.03402800421
221	0.03388372617
222	0.0337277015
223	0.03356532954
224	0.03340245253
225	0.03314847959
226	0.03299192347
227	0.03266127841
228	0.03240304026
229	0.03222111987
230	0.03206473998
231	0.03186414528
232	0.03166537776
233	0.0314648794
234	0.03127494991
235	0.03114348702
236	0.03100685396
237	0.0308610468
238	0.03072383298
239	0.03061884367
240	0.03044633903
241	0.03027958093
242	0.03011716172
243	0.02992199986
244	0.02980366583
245	0.02963310392
246	0.02952030715
247	0.02941769007
248	0.02929144989
249	0.02913736612
250	0.02904504444
251	0.02890255468
252	0.02872811594
253	0.02857467432
254	0.02846375162
255	0.02831718832
256	0.02814049903
257	0.02801530733
258	0.02790627924
259	0.02774475034
260	0.02760580838
261	0.02743728124
262	0.02731002651
263	0.02713073499
264	0.02702184972
265	0.02686425028
266	0.02672330612
267	0.02657369375
268	0.02644712337
269	0.02632447018
270	0.02620854331
271	0.02610200827
272	0.02595468568
273	0.02584800402
274	0.0257683891
275	0.02564929699
276	0.02547282044
277	0.02539355586
278	0.02526863135
279	0.02517444463
280	0.0250617466
281	0.02496518701
282	0.02489112501
283	0.02479374059
284	0.02467931953
285	0.02459904817
286	0.02449481546
287	0.02442153903
